t,profile_1,profile_2,profile_3,profile_4,profile_5,,,,,,,,,,
0.545,0,-0.01131812,0.002772368,0,-0.000114323,,,,,,,,,,
0.55,0,-0.010483486,0.003567529,0,0.001893315,,,,,,,,,,
0.555,0,-0.009660297,0.003842175,0,0.002854202,,,,,,,,,,
0.56,0,-0.008863211,0.003219454,0,0.002007302,,,,,,,,,,
0.5650000000000001,0,-0.008106312,0.004013513,0,0.003973871,,,,,,,,,,
0.5700000000000001,0,-0.007402916,0.003678836,0,0.003656214,,,,,,,,,,
0.5750000000000001,0,-0.006765384,0.003896122,0,0.004409553,,,,,,,,,,
0.58,0,-0.006204954,0.004174942,0,0.005247408,,,,,,,,,,
0.585,0,-0.005731582,0.00388869,0,0.004911589,,,,,,,,,,
0.59,0,-0.005353809,0.004001295,0,0.005325686,,,,,,,,,,
0.595,0,-0.005078637,0.004262334,0,0.00598535,,,,,,,,,,
0.6,0,-0.004911436,0.00423743,0,0.006019142,,,,,,,,,,
0.605,0,-0.00485587,0.003475858,0,0.004523781,,,,,,,,,,
0.61,0,-0.00491384,0.003451184,0,0.004445448,,,,,,,,,,
0.615,0,-0.005085463,0.003941818,0,0.005340904,,,,,,,,,,
0.62,0,-0.005369065,0.003397443,0,0.004110354,,,,,,,,,,
0.625,0,-0.005761205,0.003152754,0,0.003424905,,,,,,,,,,
0.63,0,-0.006256718,0.002777539,0,0.00242672,,,,,,,,,,
0.635,0,-0.006848788,0.003563294,0,0.003702195,,,,,,,,,,
0.64,0,-0.007529038,0.003721277,0,0.003678034,,,,,,,,,,
0.645,0,-0.008287646,0.003738944,0,0.003334065,,,,,,,,,,
0.65,0,-0.009113475,0.003167039,0,0.00177734,,,,,,,,,,
0.655,0,-0.009994226,0.003278311,0,0.00155951,,,,,,,,,,
0.66,0,-0.010916606,0.002777229,0,9.615600378624217e-05,,,,,,,,,,
0.665,0,-0.01186651,0.002654283,0,-0.000624689,,,,,,,,,,
0.67,0,-0.012829214,0.002203646,0,-0.002007315,,,,,,,,,,
0.675,0,-0.013789574,0.00243168,0,-0.002031426,,,,,,,,,,
0.68,0,-0.014732235,0.002598392,0,-0.002169334,,,,,,,,,,
0.685,0,-0.015641841,0.002364323,0,-0.003092275,,,,,,,,,,
0.6900000000000001,0,-0.016503249,0.00244411,0,-0.003363404,,,,,,,,,,
0.6950000000000001,0,-0.017301732,0.001775374,0,-0.005100118,,,,,,,,,,
0.7000000000000001,0,-0.018023187,0.000940976,0,-0.007129641,,,,,,,,,,
0.705,0,-0.018654328,0.001113623,0,-0.007099917,,,,,,,,,,
0.71,0,-0.01918287,0.001141279,0,-0.007308877,,,,,,,,,,
0.715,0,-0.019597701,0.001401731,0,-0.006995389,,,,,,,,,,
0.72,0,-0.019889037,0.002523217,0,-0.004898086,,,,,,,,,,
0.725,0,-0.020048562,0.002869295,0,-0.00428569,,,,,,,,,,
0.73,0,-0.020069543,0.00226942,0,-0.005495932,,,,,,,,,,
0.735,0,-0.019946929,0.002714457,0,-0.004544551,,,,,,,,,,
0.74,0,-0.019677428,0.00192078,0,-0.005997154,,,,,,,,,,
0.745,0,-0.019259556,0.001593949,0,-0.00644188,,,,,,,,,,
0.75,0,-0.018693662,0.001480131,0,-0.00638657,,,,,,,,,,
0.755,0,-0.017981939,0.002262795,0,-0.004465378,,,,,,,,,,
0.76,0,-0.017128392,0.001777278,0,-0.005009639,,,,,,,,,,
0.765,0,-0.016138799,0.001275195,0,-0.005519009,,,,,,,,,,
0.77,0,-0.01502064,0.001162209,0,-0.005185902,,,,,,,,,,
0.775,0,-0.013783,0.000772359,0,-0.005346781,,,,,,,,,,
0.78,0,-0.012436463,0.001297059,0,-0.003624112,,,,,,,,,,
0.785,0,-0.010992968,0.000692241,0,-0.004112002,,,,,,,,,,
0.79,0,-0.009465665,8.38943776300287e-05,0,-0.004565044,,,,,,,,,,
0.795,0,-0.007868743,-0.00013921,0,-0.004212792,,,,,,,,,,
0.8,0,-0.006217247,-0.000381266,0,-0.003871156,,,,,,,,,,
0.805,0,-0.004526887,0.000602563,0,-0.001058317,,,,,,,,,,
0.81,0,-0.00281383,0.001047146,0,0.000687376,,,,,,,,,,
0.8150000000000001,0,-0.001094499,0.001038564,0,0.001529878,,,,,,,,,,
0.8200000000000001,0,0.000614645,0.000373918,0,0.001055158,,,,,,,,,,
0.8250000000000001,0,0.002297316,0.000777403,0,0.002703465,,,,,,,,,,
0.8300000000000001,0,0.003937609,0.000238426,0,0.002445656,,,,,,,,,,
0.835,0,0.005520207,-0.000545881,0,0.001668341,,,,,,,,,,
0.84,0,0.007030578,7.542776488973585e-05,0,0.003666145,,,,,,,,,,
0.845,0,0.008455164,0.000230128,0,0.004687837,,,,,,,,,,
0.85,0,0.009781549,0.000679051,0,0.006248876,,,,,,,,,,
0.855,0,0.010998620154634561,0.000804462,0,0.007108234,,,,,,,,,,
0.86,0,0.012096709414566054,0.001192654,0,0.008433663,,,,,,,,,,
0.865,0,0.013067711224812626,0.000807509,0,0.008148873,,,,,,,,,,
0.87,0,0.013905184207193208,0.000250012,0,0.007452616,,,,,,,,,,
0.875,0,0.014604428252955489,0.000578309,0,0.008458831,,,,,,,,,,
0.88,0,0.015162538574023651,0.000147688,0,0.007876646,,,,,,,,,,
0.885,0,0.015578435623929812,-0.000204471,0,0.007380276,,,,,,,,,,
0.89,0,0.015852870497799362,-0.000422014,0,0.007082408,,,,,,,,,,
0.895,0,0.015988405751541153,-0.000392173,0,0.007209856,,,,,,,,,,
0.9,0,0.015989371911964367,-0.000549562,0,0.006895562,,,,,,,,,,
0.905,0,0.0158618,-0.001209559,0,0.005511781,,,,,,,,,,
0.91,0,0.015613333,-0.001470891,0,0.004864885,,,,,,,,,,
0.915,0,0.015253111174671182,-0.002509048,0,0.00260846,,,,,,,,,,
0.92,0,0.014791643956686636,-0.002070979,0,0.003253863,,,,,,,,,,
0.925,0,0.014240658,-0.002768459,0,0.00158341,,,,,,,,,,
0.93,0,0.013612931678559221,-0.003182228,0,0.00044201,,,,,,,,,,
0.935,0,0.012922115073877055,-0.002997034,0,0.000466989,,,,,,,,,,
0.9400000000000001,0,0.012182538280164981,-0.003216964,0,-0.000342659,,,,,,,,,,
0.9450000000000001,0,0.011409010942287757,-0.002284608,0,0.001135289,,,,,,,,,,
0.9500000000000001,0,0.010616615508451692,-0.002816806,0,-0.000325305,,,,,,,,,,
0.9550000000000001,0,0.009820497,-0.002542441,0,-0.000174633,,,,,,,,,,
0.96,0,0.009035653,-0.00243496,0,-0.000352094,,,,,,,,,,
0.965,0,0.008276723,-0.002897259,0,-0.001656156,,,,,,,,,,
0.97,0,0.007557788,-0.002490758,0,-0.001202621,,,,,,,,,,
0.975,0,0.006892174,-0.002451993,0,-0.001457899,,,,,,,,,,
0.98,0,0.006292265,-0.001943498,0,-0.000740864,,,,,,,,,,
0.985,0,0.005769333,-0.001434571,0,1.5524845376399792e-05,,,,,,,,,,
0.99,0,0.005333384,-0.000281224,0,0.002104243,,,,,,,,,,
0.995,0,0.004993011,0.000401101,0,0.003298707,,,,,,,,,,
1,0,0.004755283,0.000196455,0,0.002770551,,,,,,,,,,
1.0050000000000001,0,0.004625639,6.69424917955413e-05,0,0.002446704,,,,,,,,,,
1.01,0,0.004607817,0.000613425,0,0.003530759,,,,,,,,,,
1.0150000000000001,0,0.004703796,0.000910386,0,0.00417267,,,,,,,,,,
1.02,0,0.004913772,0.001184932,0,0.00482675,,,,,,,,,,
1.025,0,0.005236146,0.000317208,0,0.003252488,,,,,,,,,,
1.03,0,0.005667553,0.000289184,0,0.003412145,,,,,,,,,,
1.035,0,0.006202896,-9.43E-05,0,0.002912867,,,,,,,,,,
1.04,0,0.006835423,5.038633052336632e-05,0,0.003518484,,,,,,,,,,
1.045,0,0.007556812,-1.21E-06,0,0.003775989,,,,,,,,,,
1.05,0,0.008357282,0.000453942,0,0.005086525,,,,,,,,,,
1.055,0,0.009225732,0.000589854,0,0.005792573,,,,,,,,,,
1.06,0,0.010149882063796453,0.000953525,0,0.006981991,,,,,,,,,,
1.065,0,0.011116447399022195,0.000672639,0,0.006903502,,,,,,,,,,
1.07,0,0.012111314596689085,0.000166784,0,0.006389226,,,,,,,,,,
1.075,0,0.013119735097553627,-4.66E-05,0,0.006466708,,,,,,,,,,
1.08,0,0.014126525880827271,-5.28E-05,0,0.006957741,,,,,,,,,,
1.085,0,0.015116276613956856,0.000139453,0,0.007837044,,,,,,,,,,
1.09,0,0.016073560224547995,0.001262135,0,0.010561049340588616,,,,,,,,,,
1.095,0,0.016983144,0.001177899,0,0.010847370639644319,,,,,,,,,,
1.1,0,0.017830198702641013,0.000641032,0,0.010197163,,,,,,,,,,
1.105,0,0.018600501851653815,0.000435989,0,0.010172229649911898,,,,,,,,,,
1.11,0,0.019280634124924013,0.000182392,0,0.010005100875696653,,,,,,,,,,
1.115,0,0.019858165,0.000414013,0,0.010757108357667931,,,,,,,,,,
1.12,0,0.020321823,-0.000377086,0,0.009406739,,,,,,,,,,
1.125,0,0.020661656559165124,-0.000326601,0,0.009677627,,,,,,,,,,
1.1300000000000001,0,0.020869170727460456,-0.000232017,0,0.00997055,,,,,,,,,,
1.135,0,0.020937447856179434,-0.000104326,0,0.010260071715500665,,,,,,,,,,
1.1400000000000001,0,0.020861247284215085,-0.000397768,0,0.009635088,,,,,,,,,,
1.145,0,0.020637082014585216,-0.00049684,0,0.00932486,,,,,,,,,,
1.1500000000000001,0,0.020263272,-0.001184029,0,0.007763579,,,,,,,,,,
1.155,0,0.019739974464013967,-0.001371487,0,0.007127013,,,,,,,,,,
1.16,0,0.019069187,-0.001574344,0,0.006385906,,,,,,,,,,
1.165,0,0.018254729,-0.001287601,0,0.006552162,,,,,,,,,,
1.17,0,0.017302197338806922,-0.001801313,0,0.005048474,,,,,,,,,,
1.175,0,0.016218899098935195,-0.001320648,0,0.005468154,,,,,,,,,,
1.18,0,0.015013759478778262,-0.000507373,0,0.006492133,,,,,,,,,,
1.185,0,0.013697210396804577,-0.001516997,0,0.003814611,,,,,,,,,,
1.19,0,0.012281058,-0.001228018,0,0.003684493,,,,,,,,,,
1.195,0,0.010778331,-0.000828163,0,0.003732839,,,,,,,,,,
1.2,0,0.009203114,-0.001105473,0,0.00239061,,,,,,,,,,
1.205,0,0.007570367,-0.001248836,0,0.001287512,,,,,,,,,,
1.21,0,0.005895732,-0.001252834,0,0.000442198,,,,,,,,,,
1.215,0,0.004195328,-0.001339088,0,-0.000580511,,,,,,,,,,
1.22,0,0.002485549,-0.00142664,0,-0.001610505,,,,,,,,,,
1.225,0,0.000782847,-0.00219331,0,-0.003995196,,,,,,,,,,
1.23,0,-0.000896481,-0.001507479,0,-0.003463198,,,,,,,,,,
1.235,0,-0.0025365,-0.000892295,0,-0.003052841,,,,,,,,,,
1.24,0,-0.004121844,-0.001254363,0,-0.004569647,,,,,,,,,,
1.245,0,-0.005637915,-0.001924857,0,-0.006668671,,,,,,,,,,
1.25,0,-0.007071068,-0.001568081,0,-0.006671697,,,,,,,,,,
1.2550000000000001,0,-0.008408788,-0.001777571,0,-0.007759537,,,,,,,,,,
1.26,0,-0.009639847,-0.001617716,0,-0.008055356,,,,,,,,,,
1.2650000000000001,0,-0.010754448,-0.001696495,0,-0.008770213,,,,,,,,,,
1.27,0,-0.011744345,-0.0012659,0,-0.008403974,,,,,,,,,,
1.2750000000000001,0,-0.012602948,-0.000855231,0,-0.008011936,,,,,,,,,,
1.28,0,-0.013325398,-0.001175268,0,-0.009013235,,,,,,,,,,
1.285,0,-0.013908626,-0.001808187,0,-0.010570686,,,,,,,,,,
1.29,0,-0.014351385,-0.002509246,0,-0.012194185,,,,,,,,,,
1.295,0,-0.014654256,-0.002078594,0,-0.011484317,,,,,,,,,,
1.3,0,-0.014819633,-0.002569094,0,-0.012548005,,,,,,,,,,
1.305,0,-0.014851678,-0.002694048,0,-0.012813935,,,,,,,,,,
1.31,0,-0.014756258,-0.002857502,0,-0.013093134,,,,,,,,,,
1.315,0,-0.014540857,-0.002740911,0,-0.01275225,,,,,,,,,,
1.32,0,-0.014214467,-0.003572005,0,-0.014251244,,,,,,,,,,
1.325,0,-0.013787454,-0.003299016,0,-0.013491759,,,,,,,,,,
1.33,0,-0.013271416,-0.002872119,0,-0.012379947,,,,,,,,,,
1.335,0,-0.012679012,-0.002684302,0,-0.011708111,,,,,,,,,,
1.34,0,-0.012023785,-0.00270553,0,-0.011422954,,,,,,,,,,
1.345,0,-0.011319975,-0.002521554,0,-0.010703095,,,,,,,,,,
1.35,0,-0.010582314,-0.002195953,0,-0.009683063,,,,,,,,,,
1.355,0,-0.009825822,-0.003472452,0,-0.011857814,,,,,,,,,,
1.36,0,-0.009065597,-0.002320873,0,-0.009174544,,,,,,,,,,
1.365,0,-0.008316605,-0.002009783,0,-0.008177868,,,,,,,,,,
1.37,0,-0.007593469,-0.002235498,0,-0.00826773,,,,,,,,,,
1.375,0,-0.006910269,-0.0023192,0,-0.008093534,,,,,,,,,,
1.3800000000000001,0,-0.006280342,-0.001956369,0,-0.007052909,,,,,,,,,,
1.385,0,-0.005716099,-0.001916602,0,-0.006691254,,,,,,,,,,
1.3900000000000001,0,-0.005228848,-0.002836114,0,-0.008286653,,,,,,,,,,
1.395,0,-0.004828643,-0.001662062,0,-0.005738446,,,,,,,,,,
1.4000000000000001,0,-0.004524135,-0.001634229,0,-0.005530527,,,,,,,,,,
1.405,0,-0.004322459,-0.001042432,0,-0.004246093,,,,,,,,,,
1.41,0,-0.004229125,-0.001336335,0,-0.004787232,,,,,,,,,,
1.415,0,-0.004247948,-0.00050133,0,-0.003126633,,,,,,,,,,
1.42,0,-0.004380985,-0.000333091,0,-0.002856675,,,,,,,,,,
1.425,0,-0.004628511,-1.20E-05,0,-0.002338285,,,,,,,,,,
1.43,0,-0.004989007,-0.000534041,0,-0.003562585,,,,,,,,,,
1.435,0,-0.005459181,9.823387469266357e-05,0,-0.002533123,,,,,,,,,,
1.44,0,-0.006034009,0.000438231,0,-0.002140542,,,,,,,,,,
1.445,0,-0.006706801,0.001067243,0,-0.001218915,,,,,,,,,,
1.45,0,-0.00746929,0.000699837,0,-0.002334971,,,,,,,,,,
1.455,0,-0.008311743,0.000424331,0,-0.003307208,,,,,,,,,,
1.46,0,-0.009223089,0.001555073,0,-0.001501398,,,,,,,,,,
1.465,0,-0.010191071,0.000947312,0,-0.003200912,,,,,,,,,,
1.47,0,-0.011202412,0.000831971,0,-0.003937264,,,,,,,,,,
1.475,0,-0.01224299,0.001358818,0,-0.003403858,,,,,,,,,,
1.48,0,-0.013298033,0.00133974,0,-0.003969537,,,,,,,,,,
1.485,0,-0.014352319,0.00156423,0,-0.0040477,,,,,,,,,,
1.49,0,-0.015390382,0.001286294,0,-0.005122603,,,,,,,,,,
1.495,0,-0.016396722,0.001407007,0,-0.005384347,,,,,,,,,,
1.5,0,-0.017356018,0.000683393,0,-0.007311222,,,,,,,,,,
1.5050000000000001,0,-0.018253335,0.001478289,0,-0.00617009,,,,,,,,,,
1.51,0,-0.019074332,0.001345292,0,-0.006846581,,,,,,,,,,
1.5150000000000001,0,-0.019805453,0.000937939,0,-0.008026849,,,,,,,,,,
1.52,0,-0.020434121,0.001224233,0,-0.007768594,,,,,,,,,,
1.5250000000000001,0,-0.020948904,0.000932662,0,-0.008609129,,,,,,,,,,
1.53,0,-0.021339679,0.000218899,0,-0.010232041,,,,,,,,,,
1.5350000000000001,0,-0.02159777,-0.000465404,0,-0.011729694,,,,,,,,,,
1.54,0,-0.021716072,-9.52E-05,0,-0.011048531,,,,,,,,,,
1.545,0,-0.021689149,-0.000170272,0,-0.011185118,,,,,,,,,,
1.55,0,-0.021513318,-0.000228609,0,-0.011213877,,,,,,,,,,
1.555,0,-0.021186699,0.000321693,0,-0.009949963,,,,,,,,,,
1.56,0,-0.02070925,-0.000257804,0,-0.010870233,,,,,,,,,,
1.565,0,-0.020082771,-0.000610253,0,-0.011261891,,,,,,,,,,
1.57,0,-0.019310889,-0.00077218,0,-0.011199805,,,,,,,,,,
1.575,0,-0.018399016,-0.000686395,0,-0.010572299,,,,,,,,,,
1.58,0,-0.01735428,-0.000673161,0,-0.010023463,,,,,,,,,,
1.585,0,-0.01618544,-0.000782947,0,-0.009658614,,,,,,,,,,
1.59,0,-0.014902771,-0.000774613,0,-0.009000611,,,,,,,,,,
1.595,0,-0.013517938,-0.000789535,0,-0.008338038,,,,,,,,,,
1.6,0,-0.012043842,-0.00110986,0,-0.008241641,,,,,,,,,,
1.605,0,-0.010494458,-0.001460864,0,-0.008168956,,,,,,,,,,
1.61,0,-0.008884654,-0.001250562,0,-0.006943451,,,,,,,,,,
1.615,0,-0.007229994,-0.001633492,0,-0.006881981,,,,,,,,,,
1.62,0,-0.005546546,-0.002130495,0,-0.007034262,,,,,,,,,,
1.625,0,-0.003850664,-0.002180116,0,-0.006285564,,,,,,,,,,
1.6300000000000001,0,-0.002158784,-0.002149944,0,-0.00537928,,,,,,,,,,
1.635,0,-0.000487209,-0.000914085,0,-0.002071774,,,,,,,,,,
1.6400000000000001,0,0.001148106,-0.001220731,0,-0.001867409,,,,,,,,,,
1.645,0,0.002731752,-0.000688064,0,-1.03E-05,,,,,,,,,,
1.6500000000000001,0,0.004249072,-0.000280067,0,0.001564403,,,,,,,,,,
1.655,0,0.005686344,-0.000860536,0,0.0011221,,,,,,,,,,
1.6600000000000001,0,0.007030958,-0.000430882,0,0.002653714,,,,,,,,,,
1.665,0,0.00827158,-0.001001279,0,0.002133233,,,,,,,,,,
1.67,0,0.009398291,-0.002280801,0,0.000137544,,,,,,,,,,
1.675,0,0.010402711381215134,-0.001863601,0,0.001474154,,,,,,,,,,
1.68,0,0.011278106958450137,-0.002648366,0,0.000342321,,,,,,,,,,
1.685,0,0.012019468382332652,-0.002290481,0,0.001428773,,,,,,,,,,
1.69,0,0.012623569408437221,-0.002517962,0,0.00127586,,,,,,,,,,
1.695,0,0.013089000831054217,-0.001562289,0,0.003419923,,,,,,,,,,
1.7,0,0.013416179918759133,-0.000949919,0,0.004808251,,,,,,,,,,
1.705,0,0.013607335263388615,-0.001129116,0,0.004545435,,,,,,,,,,
1.71,0,0.013666467,-0.001416579,0,0.004000075,,,,,,,,,,
1.715,0,0.013599284767628735,-0.001952789,0,0.002894064,,,,,,,,,,
1.72,0,0.013413118809919078,-0.002075611,0,0.002555337,,,,,,,,,,
1.725,0,0.013116814508573832,-0.002112008,0,0.002334391,,,,,,,,,,
1.73,0,0.012720602706008124,-0.002188755,0,0.001982792,,,,,,,,,,
1.735,0,0.012235953031668316,-0.002000965,0,0.002116047,,,,,,,,,,
1.74,0,0.011675410404637453,-0.001611656,0,0.002614393,,,,,,,,,,
1.745,0,0.011052417191927788,-0.001356246,0,0.002813717,,,,,,,,,,
1.75,0,0.010381123,-0.001670506,0,0.001849551,,,,,,,,,,
1.7550000000000001,0,0.009676188,-0.002305876,0,0.000226342,,,,,,,,,,
1.76,0,0.008952571,-0.001508316,0,0.001459653,,,,,,,,,,
1.7650000000000001,0,0.008225329,-0.001777625,0,0.000557414,,,,,,,,,,
1.77,0,0.007509397,-0.002014891,0,-0.000275083,,,,,,,,,,
